Name,Age,Email,Phone,Discipline,Highest Qualification,Work Experience,Research Works
Tejas Roy,32,naiduchatresh@example.net,1628288189,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Om Suresh,58,caleb71@example.org,0796265680,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,5 years at Bharat Electronics Limited,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Suhani Suresh,50,lsaxena@example.org,4863336587,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,5 years in military psychology,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Gavin Viswanathan,34,skalla@example.org,9330607187,Geology,PhD in Geology; Master's Degree in Applied Geology,9 years at Geological Survey of India,Petroleum Geology; Mineralogy; Geotechnical Engineering
Gaurangi Hari,64,sabharwalrudra@example.net,+919996157036,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,8 years at National Institute of Oceanography,Ocean Currents; Marine Ecosystems; Coastal Engineering
Ojasvi Bhatt,50,ahluwaliavarsha@example.org,+917817985012,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Tanveer Gopal,34,tchada@example.net,00897223819,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,3 years at NTPC,Power Electronics; Renewable Energy Systems; Smart Grids
Vivaan Trivedi,48,zchaudhry@example.com,+913829352818,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,5 years at a leading ceramics manufacturer,Ceramic Materials; High-Temperature Materials; Glass Science
Gopal Date,67,pinglesai@example.com,03755598082,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,9 years at DRDO,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Bhavini Sem,68,echandran@example.net,+913407926257,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,4 years in environmental consulting,Climate Modeling; Meteorology; Environmental Science
Aadi Rout,49,dhayer@example.com,3925597039,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Maanav Halder,32,svarghese@example.org,+917502413205,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,4 years at Reliance Industries,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Niharika Memon,51,yoshita91@example.org,0744992335,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Nathaniel Kapur,31,jshah@example.net,1597471973,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,8 years at National Institute of Oceanography,Ocean Currents; Marine Ecosystems; Coastal Engineering
Rayaan Parikh,64,hemangini75@example.org,9443868447,Physics,PhD in Physics; Master's Degree in Applied Physics,4 years in nanotechnology research,Solid State Physics; Quantum Mechanics; Nanotechnology
Girindra Char,64,rdugar@example.com,05784503286,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Azad Suri,30,dshan@example.com,+911286524241,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,6 years at DRDO,Power Electronics; Renewable Energy Systems; Smart Grids
Radha Divan,41,hkrishnamurthy@example.net,+910134780929,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,5 years in pharmaceutical research,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Aashi Garde,30,issacabhiram@example.com,04782888776,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,5 years at DRDO in oceanography research,Ocean Currents; Marine Ecosystems; Coastal Engineering
Suhani Raju,49,mishrazansi@example.net,3390357376,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,4 years in environmental consulting,Climate Modeling; Meteorology; Environmental Science
Jasmit Naidu,64,oni59@example.net,04033719691,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,3 years in the polymer industry,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Jacob Narula,39,gardenetra@example.com,04361395935,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,4 years at Maruti Suzuki,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Vedant Bhatt,63,balaoeshi@example.com,+915206476371,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,4 years at Indian Oil Corporation,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Prisha Prabhu,63,ebahri@example.net,9491258710,Physics,PhD in Physics; Master's Degree in Applied Physics,7 years at DRDO in material science,Solid State Physics; Quantum Mechanics; Nanotechnology
Imaran Chaudhuri,30,orinder43@example.org,9097464280,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Omisha Choudhury,43,aadi08@example.com,+912491437404,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Banjeet Gour,67,barkhabora@example.com,+916626272249,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Gabriel Shere,41,fchatterjee@example.net,04890489531,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,9 years at DRDO,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Adya Sen,48,uoommen@example.com,08304083911,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,5 years in military psychology,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Upadhriti Johal,60,tmajumdar@example.com,+915917820652,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Vinaya Palla,62,robert21@example.org,00152506068,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,10 years at DRDO,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Nachiket Chander,38,samarth93@example.net,+911694785838,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Vritti Jayaraman,33,oliver69@example.net,03790435066,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Ekapad Mital,51,ekbalmander@example.net,01130918905,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,4 years at Indian Oil Corporation,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Ekiya Rastogi,30,vedhikavora@example.net,+917863499885,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Yashawini Trivedi,56,gavin22@example.com,3215131579,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Jeet Sule,69,osen@example.com,1132723709,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,4 years at Indian Oil Corporation,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Mitesh Dayal,64,wkhurana@example.org,0751105838,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Tripti Bumb,65,gabaanya@example.net,3402860221,Physics,PhD in Physics; Master's Degree in Applied Physics,7 years at DRDO in material science,Solid State Physics; Quantum Mechanics; Nanotechnology
Deepa Pai,46,triyadora@example.org,6596065344,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,5 years in pharmaceutical research,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Eiravati Bandi,41,balendra61@example.org,+911682962016,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,8 years at DRDO,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Gaurav Atwal,41,waidasalvi@example.net,07068236395,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Brijesh Buch,40,boaseoeshi@example.org,+919621434699,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,4 years at Reliance Industries,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Vasatika Barad,43,vbava@example.org,+910759679661,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,4 years at Hindustan Aeronautics Limited,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Tristan Balay,35,ethaker@example.com,4305171869,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,3 years at NTPC,Power Electronics; Renewable Energy Systems; Smart Grids
Balveer Shroff,70,lallamohini@example.com,06074962887,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Robert Om,51,abeerpuri@example.net,02038304924,Physics,PhD in Physics; Master's Degree in Applied Physics,5 years at Bhabha Atomic Research Centre,Solid State Physics; Quantum Mechanics; Nanotechnology
Yadavi Garg,41,msharaf@example.org,02171214999,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,8 years at DRDO,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Rachana Dutt,46,zaitra66@example.net,06004099153,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Avni Lall,53,rkhare@example.org,+914747033943,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Oni Mitra,42,wardakibe@example.org,07656264690,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Jacob Thaker,40,anirudh56@example.net,6733282922,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Devika Batta,59,harinakshipillay@example.org,+916644200708,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,4 years in environmental consulting,Climate Modeling; Meteorology; Environmental Science
Gauri Borra,33,falgunibera@example.net,9376274696,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Frederick Raval,46,ebhatt@example.net,0352223853,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,7 years at DRDO,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Kritika Sarkar,68,ybehl@example.net,+912063427847,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Frado Mody,37,tanmayipatel@example.org,+910301335300,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Sai Palla,63,rohankanda@example.net,03101651328,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Barkha Loke,60,ishanisinha@example.org,6746438095,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Ishaan Devi,70,abhat@example.org,5017156168,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Gayathri Loyal,65,jagatsachdev@example.net,+919495639065,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,4 years at Reliance Industries,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Jhalak Bumb,38,cray@example.net,+918632635867,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,4 years at Indian Oil Corporation,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Samar Devan,30,adya44@example.com,+919453646042,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,6 years at DRDO,Power Electronics; Renewable Energy Systems; Smart Grids
Vaishnavi Cheema,63,vsehgal@example.com,4672078022,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Rishi Dar,58,dharmanbir@example.net,2279006181,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Tamanna Oak,61,aachalkhurana@example.org,+915434989005,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,8 years at National Institute of Oceanography,Ocean Currents; Marine Ecosystems; Coastal Engineering
Simon Sehgal,55,trivenirau@example.com,+912961026123,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,5 years at DRDO in climate modeling,Climate Modeling; Meteorology; Environmental Science
Veda Kaur,59,ekapadbhattacharyya@example.net,07468018176,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Gabriel Pau,41,upasnavora@example.net,+912865846387,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Lajita Sandhu,51,tanveerpatil@example.com,0778072801,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Tripti Sarraf,53,charanchandra@example.com,+919154635481,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Kamala Das,65,dassaanvi@example.net,3908128951,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Aashi Raval,57,ayohannan@example.com,01879398583,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,6 years as a professor in IIT,Mathematical Modelling; Cryptography; Applied Statistics
Frederick Nori,31,urishillamital@example.net,04713983482,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Viraj Sabharwal,43,xrandhawa@example.com,8351947940,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,8 years at National Institute of Oceanography,Ocean Currents; Marine Ecosystems; Coastal Engineering
Quincy Murty,34,zaitra33@example.org,8205006797,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Charita De,40,trivedieesha@example.org,+917037790684,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Jeevika Andra,60,yashvikakar@example.com,5460485979,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Aryan De,43,jlala@example.com,5879642938,Physics,PhD in Physics; Master's Degree in Applied Physics,4 years in nanotechnology research,Solid State Physics; Quantum Mechanics; Nanotechnology
Noah Aggarwal,30,poojasrinivas@example.net,+913367175461,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Devansh Bal,55,qsethi@example.net,+911669453132,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,8 years at DRDO,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Xiti Kadakia,53,ygoel@example.com,07161819991,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Viraj Bhasin,68,meghana49@example.net,+915456358604,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,5 years at DRDO in oceanography research,Ocean Currents; Marine Ecosystems; Coastal Engineering
Atharv Amble,50,chaudhuriaahana@example.com,03873761564,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Orinder Sule,70,emukhopadhyay@example.net,+919705268032,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Leela Contractor,70,xiti94@example.com,+917606999798,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,9 years at DRDO,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Warinder Prakash,33,xsoni@example.net,06698748676,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Gaurika Sachdeva,42,kalabhavika@example.net,2635883739,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Pratyush Lata,40,oviya49@example.net,2038156126,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,4 years at Indian Oil Corporation,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Anya Pillay,39,osha58@example.com,6621644783,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,4 years at Indian Oil Corporation,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Shravya Prabhakar,48,akshayjaggi@example.org,5541363814,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Ganga Aurora,43,ira61@example.org,09904278738,Physics,PhD in Physics; Master's Degree in Applied Physics,5 years at Bhabha Atomic Research Centre,Solid State Physics; Quantum Mechanics; Nanotechnology
Rachita Narayan,56,parikheta@example.com,5347916622,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Onveer Shroff,50,siyajayaraman@example.net,02276835923,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,5 years at Bharat Electronics Limited,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Dominic Chaudhuri,57,meghanalala@example.org,7753296895,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,8 years at DRDO,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Victor Kaul,47,bansalchaaya@example.org,06304825878,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Hemang Bhagat,49,balveer30@example.org,8095485189,Physics,PhD in Physics; Master's Degree in Applied Physics,5 years at Bhabha Atomic Research Centre,Solid State Physics; Quantum Mechanics; Nanotechnology
Ryan Iyer,61,dsheth@example.com,+910314054032,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Darika Saraf,37,ishanvi36@example.org,3701054079,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Janani Murty,57,gmenon@example.org,9344064238,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Charvi Rana,60,nisha57@example.com,+913664573089,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Turvi Buch,42,kashvi10@example.org,+918054628728,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,3 years in the polymer industry,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Jai Tailor,34,gandhiunnati@example.net,5345284146,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,5 years at DRDO in oceanography research,Ocean Currents; Marine Ecosystems; Coastal Engineering
Jack Bhargava,65,banikeiravati@example.org,+916665421176,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Mohini Bahri,34,dalajadesai@example.org,+917805952405,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,5 years in polymer research,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Ekavir Mistry,61,rattankashish@example.com,+913018488133,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Charvi Raval,30,kamalasangha@example.net,02288911444,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Udyati Chopra,37,ganga79@example.org,+915412849696,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Zansi Chowdhury,69,baljiwanratta@example.org,3516264429,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Victor Kulkarni,43,ridhidayal@example.org,4344125255,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,4 years at Indian Oil Corporation,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Avi Goda,39,chandralajita@example.org,04219947737,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Oviya Vaidya,65,cgour@example.com,00528447440,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,10 years at DRDO,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Saksham Badal,38,nnagi@example.org,+916802794249,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Damini Om,34,deshpandegavin@example.org,3616376782,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Rishi Sawhney,69,yauvanigala@example.net,7910183404,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Anika Andra,63,rattalavanya@example.com,07193183967,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,5 years at DRDO in climate modeling,Climate Modeling; Meteorology; Environmental Science
Anika Mohanty,60,ukant@example.com,06719329557,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,5 years in pharmaceutical research,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Suhani Mallick,40,devikalall@example.org,+910465163114,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Frado Ravel,37,mparikh@example.net,00469584047,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Aashi Bava,67,upasna04@example.org,5104162909,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,4 years in environmental consulting,Climate Modeling; Meteorology; Environmental Science
Jatin De,65,kpanchal@example.org,+911343268538,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Ekanta Koshy,41,darika77@example.net,02424403779,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Sarthak Brar,49,jeremiah55@example.com,6778593434,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Isaiah Nayar,54,yug26@example.org,+914445885881,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Hemani Wable,43,manan44@example.org,4590660509,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,3 years in the polymer industry,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Suhani Mannan,68,bariahenry@example.org,04522348002,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Sneha Karnik,46,adara@example.net,08605491078,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Nitesh Wagle,45,chaturajani@example.org,+915075630069,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Nicholas Gera,65,aahanasura@example.org,02308603032,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,4 years in marine consulting,Ocean Currents; Marine Ecosystems; Coastal Engineering
Gopal Dayal,70,kumerekta@example.com,00115417243,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,5 years in polymer research,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Aarav Magar,56,apillai@example.net,+914300964582,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Ekta Menon,38,udantnayar@example.org,0030078780,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Charvi Dhingra,55,christopher42@example.org,9989922673,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Jyoti Johal,57,ewalia@example.net,04141136059,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Zehaan Srivastava,30,banikaashi@example.org,1565427860,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,4 years at Hindustan Aeronautics Limited,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Girish Bhagat,42,matthewdubey@example.org,+916735987133,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Indira Chaudhary,45,hemangmalhotra@example.net,9634728110,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,7 years at Infosys,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Amruta Khalsa,40,maniwridesh@example.com,+911354637012,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,4 years at Indian Oil Corporation,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
